,rng,geq_avg_acc,max_acc
0,37.00854700854701,21.11111111111111,21.11111111111111
1,37.198622273249136,19.862227324913892,19.747416762342134
2,44.60352422907489,44.60352422907489,44.60352422907489
3,37.16475095785441,0.0,0.0
4,36.111111111111114,13.555555555555555,13.88888888888889
5,39.23578751164958,25.069897483690585,24.976700838769805
6,0.0,20.550847457627118,20.444915254237287
7,9.9644128113879,16.512455516014235,16.654804270462634
8,8.77742946708464,22.466039707419018,22.570532915360502
9,24.09046214355949,17.6007866273353,17.305801376597838
