,rng,psi-fl,psi-gan
0,21.015010721944247,21.015010721944247,21.658327376697642
1,22.870182555780932,21.65314401622718,23.529411764705884
2,14.98015873015873,17.46031746031746,18.75
3,23.545706371191137,20.960295475530934,19.667590027700832
4,28.931572629051622,18.007202881152462,20.64825930372149
5,24.709042076991942,24.88809310653536,24.08236347358997
6,23.38362068965517,15.193965517241379,16.379310344827587
