,rng,geq_avg_acc,max_acc
0,49.28176795580111,49.28176795580111,49.28176795580111
1,35.551663747810856,12.171628721541156,30.122591943957968
2,37.05035971223022,4.316546762589928,0.0
3,43.048780487804876,43.048780487804876,30.0
4,42.72930648769575,42.72930648769575,27.516778523489933
5,11.827956989247312,6.451612903225806,31.827956989247312
6,0.10101010101010101,5.151515151515151,0.0
7,15.863141524105755,13.530326594090202,12.130637636080872
8,12.71585557299843,6.671899529042387,3.532182103610675
9,8.571428571428571,10.142857142857142,8.428571428571429
