,ours,rng,max_qty,unif_ratio,o2o,o2m,source,gan
0,71.15177610333693,67.81485468245425,61.46393972012917,59.31108719052745,81.16254036598492,66.41550053821314,42.336683417085425,59.31108719052745
1,87.17171717171718,46.26262626262626,55.15151515151515,53.333333333333336,49.5959595959596,37.07070707070707,86.72302337145699,53.333333333333336
2,29.19254658385093,24.84472049689441,22.82608695652174,22.67080745341615,20.96273291925466,21.73913043478261,44.171779141104295,22.67080745341615
3,34.355345911949684,28.30188679245283,26.729559748427672,27.27987421383648,12.342767295597485,9.984276729559749,35.047361299052774,27.27987421383648
4,19.714285714285715,19.857142857142858,26.428571428571427,26.0,34.857142857142854,24.142857142857142,83.1532104259377,26.0
