,rng,geq_avg_acc,max_acc
0,0.11025358324145534,0.11025358324145534,0.0
1,33.00589390962672,7.760314341846758,14.145383104125736
2,40.63492063492063,40.63492063492063,18.51851851851852
3,37.595419847328245,31.48854961832061,31.6793893129771
4,0.0,57.88912579957356,57.88912579957356
5,1.4626635873749039,12.85604311008468,27.174749807544266
6,14.925373134328359,27.425373134328357,26.58582089552239
7,26.181102362204726,45.07874015748032,44.881889763779526
8,0.0,28.737300435413644,9.869375907111756
9,3.882476390346275,5.351521511017839,13.641133263378803
