,ours,rng,max_qty,unif_ratio,o2o,o2m,gan
0,21.53846153846154,23.615384615384617,22.0,22.23076923076923,24.692307692307693,19.53846153846154,22.23076923076923
1,27.958993476234856,19.384902143522833,23.76514445479963,23.671947809878844,14.259086672879777,16.309412861136998,23.671947809878844
2,24.43349753694581,21.2807881773399,25.8128078817734,25.61576354679803,27.783251231527093,25.320197044334975,25.61576354679803
3,24.347826086956523,20.72463768115942,22.318840579710145,21.594202898550726,21.304347826086957,20.28985507246377,21.594202898550726
4,24.789915966386555,24.57983193277311,27.521008403361346,27.626050420168067,25.0,25.525210084033613,27.626050420168067
