,ours,rng,max_qty,unif_ratio,o2o,o2m,source,gan
0,33.49851337958375,35.4806739345887,32.21010901883052,32.70564915758177,33.49851337958375,35.38156590683845,75.48248749106504,32.70564915758177
1,37.43068391866913,37.24584103512015,36.22920517560074,36.32162661737523,31.33086876155268,38.632162661737524,50.49261083743843,36.32162661737523
2,71.90876350540216,60.38415366146459,69.14765906362545,68.54741896758703,74.66986794717887,66.74669867947179,44.75418144956918,68.54741896758703
3,26.523297491039425,33.87096774193548,35.842293906810035,35.12544802867384,30.913978494623656,27.419354838709676,81.52631578947368,35.12544802867384
4,70.72120559741657,57.58880516684607,62.97093649085038,62.32508073196986,80.73196986006458,67.06135629709365,45.154639175257735,62.32508073196986
