,ours,rng,max_qty,unif_ratio,o2o,o2m,source,gan
0,56.94315004659832,67.381174277726,66.91519105312209,67.66076421248835,56.94315004659832,57.50232991612302,73.73968835930339,67.66076421248835
1,97.03075291622481,73.06468716861082,77.51855779427359,73.48886532343585,97.03075291622481,56.52173913043478,98.38709677419355,73.48886532343585
2,95.80071174377224,95.16014234875445,79.2170818505338,81.28113879003558,0.0,91.24555160142349,97.30226854690375,81.28113879003558
3,97.17868338557994,51.93312434691745,57.47126436781609,59.14315569487983,97.17868338557994,59.3521421107628,96.7379679144385,59.14315569487983
4,95.67354965585054,73.5496558505408,78.26941986234021,75.41789577187808,49.75417895771878,65.29006882989184,97.76570048309179,75.41789577187808
