,rng,geq_avg_acc,max_acc
0,32.468996617812856,32.658569500674766,0.0
1,32.20472440944882,32.84608770421324,0.0
2,64.03118040089088,30.787401574803148,32.807215332581734
3,14.5993413830955,13.808463251670378,30.806608357628765
4,28.25822168087698,30.40614709110867,0.0
5,54.54545454545455,62.72838002436053,34.4097995545657
6,,63.98601398601399,65.86169045005488
7,,,65.8952496954933
8,,,63.81118881118881
