,rng,geq_avg_acc,max_acc
0,55.98290598290598,0.0,0.0
1,99.31113662456946,99.31113662456946,99.31113662456946
2,98.45984598459846,98.45984598459846,48.07480748074808
3,15.789473684210526,51.866028708133975,52.248803827751196
4,99.11111111111111,99.11111111111111,0.0
5,0.5591798695246971,35.04193849021435,28.33178005591799
6,56.25,66.3135593220339,0.0
7,4.202279202279202,28.133903133903132,0.0
8,0.0,14.8380355276907,40.543364681295714
9,26.62082514734774,28.781925343811395,26.424361493123772
