,rng,psi-fl,psi-gan
0,67.19085060757683,79.98017839444995,69.73684210526316
1,83.93309680689306,81.1460258780037,81.56590683845391
2,78.09712586719525,76.11044417767107,82.53234750462107
3,84.01109057301294,81.00358422939068,71.78871548619448
4,63.985594237695075,78.57911733046286,82.25806451612904
5,81.36200716845879,,75.56512378902045
6,81.05489773950484,,
