,rng,geq_avg_acc,max_acc
0,35.35762483130904,35.08771929824562,31.84885290148448
1,39.38185443668993,29.988726042841037,27.73393461104848
2,31.023622047244096,29.2123629112662,30.22351797862002
3,30.51224944320713,31.338582677165356,31.206380857427718
4,29.308452250274424,28.73051224944321,30.47244094488189
5,29.476248477466505,30.84522502744237,30.066815144766146
6,28.234265734265733,30.937880633373933,30.735455543358945
7,,29.807692307692307,29.476248477466505
8,,,28.75874125874126
