,rng,psi-fl,psi-gan
0,72.55113024757804,77.71797631862218,76.31862217438106
1,82.62626262626263,85.15151515151516,83.93939393939394
2,81.36645962732919,78.88198757763975,79.5031055900621
3,90.64465408805032,88.44339622641509,88.75786163522012
4,79.57142857142857,77.57142857142857,78.14285714285714
