,rng,psi-fl,psi-gan
0,67.35862562634216,50.12315270935961,50.322118826055835
1,82.20983274201723,33.333333333333336,60.31636863823934
2,17.75793650793651,81.99445983379502,41.76587301587302
3,21.606648199445985,90.77844311377245,58.81809787626962
4,60.958083832335326,38.44086021505376,86.22754491017965
5,41.935483870967744,78.9247311827957,44.17562724014337
6,37.204301075268816,,49.354838709677416
