,rng,geq_avg_acc,max_acc
0,82.87292817679558,82.87292817679558,0.0
1,99.21259842519684,99.21259842519684,99.21259842519684
2,99.16067146282974,99.16067146282974,39.4484412470024
3,49.02439024390244,0.0,20.48780487804878
4,74.07821229050279,4.35754189944134,29.608938547486034
5,50.96774193548387,61.61290322580645,61.61290322580645
6,29.96972754793138,42.583249243188696,24.823410696266397
7,56.92068429237947,9.486780715396579,9.64230171073095
8,0.0,29.22230950510605,38.7274155538099
9,0.0,0.0,31.571428571428573
