,rng,geq_avg_acc,max_acc
0,52.82051282051282,27.435897435897434,33.162393162393165
1,71.37931034482759,71.37931034482759,71.37931034482759
2,62.70627062706271,62.70627062706271,62.266226622662266
3,24.497607655502392,55.21531100478469,59.80861244019139
4,62.77777777777778,62.77777777777778,40.666666666666664
5,0.6517690875232774,32.49534450651769,32.02979515828678
6,25.396825396825395,40.63492063492063,25.502645502645503
7,40.4270462633452,34.37722419928826,54.73309608540925
8,13.897596656217345,34.69174503657262,29.36259143155695
9,15.913555992141454,22.98624754420432,18.762278978389
