,rng,geq_avg_acc,max_acc
0,64.79028697571744,64.79028697571744,20.86092715231788
1,58.79265091863517,22.747156605424323,31.496062992125985
2,68.7875150060024,68.7875150060024,68.7875150060024
3,56.46341463414634,46.707317073170735,34.8780487804878
4,47.82122905027933,32.06703910614525,21.787709497206706
5,25.080731969860064,12.809472551130247,12.701829924650161
6,15.267947421638018,18.90798786653185,37.71486349848332
7,8.540372670807454,8.540372670807454,20.03105590062112
8,9.819324430479183,54.20267085624509,54.43833464257659
9,22.571428571428573,48.42857142857143,48.57142857142857
