,rng,geq_avg_acc,max_acc
0,0.0,63.54625550660793,23.348017621145374
1,72.73622047244095,72.73622047244095,72.73622047244095
2,8.686440677966102,19.597457627118644,13.241525423728813
3,11.02661596958175,60.26615969581749,35.17110266159696
4,34.008528784648185,8.635394456289978,27.825159914712152
5,36.41262509622787,31.947652040030793,37.490377213240954
6,4.007455731593662,21.62162162162162,26.18825722273998
7,50.196850393700785,30.31496062992126,51.968503937007874
8,16.9811320754717,25.25399129172714,20.029027576197386
9,20.545073375262053,23.165618448637318,21.17400419287212
