,ours,rng,max_qty,unif_ratio,o2o,o2m,gan
0,55.32831001076426,55.11302475780409,56.297093649085035,55.97416576964478,56.6200215285253,55.43595263724435,55.97416576964478
1,60.101010101010104,50.303030303030305,49.696969696969695,49.19191919191919,48.282828282828284,52.121212121212125,49.19191919191919
2,57.25429017160686,57.8783151326053,58.19032761310452,57.8783151326053,55.69422776911077,57.41029641185647,57.8783151326053
3,65.35742340926944,61.0369206598586,60.48703849175177,60.3299293008641,63.236449332285936,53.41712490180676,60.3299293008641
4,55.0,52.42857142857143,55.42857142857143,55.142857142857146,62.142857142857146,56.857142857142854,55.142857142857146
