,ours,rng,max_qty,unif_ratio,o2o,o2m
0,28.868360277136258,10.854503464203233,19.784449576597382,15.319476520400308,18.860662047729022,11.393379522709777
1,28.797763280521902,28.42497670083877,38.769804287045666,36.90587138863001,25.629077353215283,33.084808946877914
2,27.755905511811022,41.43700787401575,42.71653543307087,38.48425196850393,20.96456692913386,33.46456692913386
3,34.68795355587808,34.25253991291727,33.09143686502177,33.38171262699564,45.71843251088534,31.34978229317852
4,18.134171907756812,25.157232704402517,31.446540880503143,28.72117400419287,25.052410901467507,27.148846960167713
