,ours,rng,max_qty,unif_ratio,o2o,o2m,gan
0,58.156028368794324,68.95193065405832,65.01182033096927,60.91410559495666,11.662726556343578,58.156028368794324,60.91410559495666
1,98.7750556792873,96.21380846325167,92.87305122494432,92.20489977728285,35.18930957683742,63.25167037861915,92.20489977728285
2,58.9010989010989,54.83516483516483,60.879120879120876,66.26373626373626,59.120879120879124,59.56043956043956,66.26373626373626
3,21.41119221411192,38.564476885644766,32.968369829683695,38.564476885644766,18.004866180048662,0.0,38.564476885644766
4,51.356080489938755,44.00699912510936,60.979877515310584,67.8915135608049,18.722659667541556,0.0,67.8915135608049
