,rng,psi-fl,psi-gan
0,44.56692913385827,32.99212598425197,49.21135646687697
1,38.0,38.44444444444444,32.75590551181102
2,40.50493962678375,40.17563117453348,37.333333333333336
3,49.148418491484186,44.647201946472016,39.077936333699235
4,47.85651793525809,43.13210848643919,43.7956204379562
5,,,41.38232720909886
